Title,Post date,Issues,Institution(s),Other Organization(s),Story Date,URL,Body,All terms
Universities to Share $130M in Department of Energy Grants,Dec 6 2012 - 4:13pm,"December 11, 2012",,U.S. Energy Department,"December 3, 2012",http://chronicle.com/blogs/bottomline/universities-to-share-130-million-in-energy-grants/?cid=at&utm_source=at&utm_medium=en,"The U.S. Energy Department has announced a new round of grants, totaling $130-million, for research into breakthrough energy technologies. Two dozen universities will receive funding for energy initiatives through the Department’s Advanced Research Projects Agency-Energy.",Funding
Fordham U Undergoes Energy Audit,Dec 17 2012 - 4:51am,"December 18, 2012",Fordham University,,"December 3, 2012",http://www.fordham.edu/campus_resources/enewsroom/inside_fordham/december_3_2012/news/energy_audit_points__89666.asp,(U.S.): The university has completed an in-depth analysis to determine the energy and water efficiency of its facilities in compliance with New York City local laws. The audit took 16 months to complete and the report was filed with the city’s Office of Long-Term Planning and Sustainability.,Energy
U Illinois Senate Approves Sustainable Center,Dec 6 2012 - 4:28pm,"December 11, 2012","University of Illinois, Urbana-Champaign",,"December 4, 2012",http://www.dailyillini.com/news/campus/article_b24f7db8-3dd3-11e2-a1ff-0019bb30f31a.html,"The Urbana-Champaign Senate has unanimously approved a proposal to create a Center for a Sustainable Environment, an umbrella organization that will lead campus environmental groups, academic units and the Office of Sustainability. The university will cover $450,000 annually for the center, with additional funding coming from the Alvin H. Baum Family Fund.",Coordination & Planning
U Florida Dedicates Solar Panel Installation,Dec 6 2012 - 4:29pm,"December 11, 2012",University of Florida,,"December 4, 2012",http://chalkboard.blogs.gainesville.com/2012/12/uf-dedicates-latest-solar-panel-installation-on-campus/?tc=ar,"A 100-kilowatt solar panel system has been installed at three buildings and includes a solar energy information kiosk.  Funding for the project was provided through the Progress Energy program and its SunSense initiative, which is providing no-cost solar installations to 10 public schools and one post-secondary institution per year through 2014.",Energy
U New Mexico Plans International Program to Increase Diversity,Dec 7 2012 - 3:31pm,"December 11, 2012","University of New Mexico, The",,"December 4, 2012",http://www.dailylobo.com/article/2012/12/university-efforts-to-increase-diversity-on-campus-include-unm-collaboration-with-university-in-mexi,The university has announced plans to offer study abroad programs for international students from Tec de Monterrey (Mexico) in an effort to increase diversity on campus.,Diversity & Inclusion
Westminster College Receives Grant to Renew Diversity Program,Dec 7 2012 - 3:37pm,"December 11, 2012","Westminster College (New Wilmington, PA)",,"December 4, 2012",http://www.deseretnews.com/article/865568072/Federal-grant-renews-Westminster-program-serving-underrepresented-students.html,The college’s McNair Scholars Program has been renewed for another five years upon receiving a $1.15 million U.S. Department of Education grant. The program aims to increase diversity in higher education by helping students from underrepresented groups attain a college education.,Diversity & Inclusion
NY Times Covers Fossil Fuel Divestment Campaigns,Dec 7 2012 - 3:39pm,"December 11, 2012",,New York Times,"December 4, 2012",http://www.nytimes.com/2012/12/05/business/energy-environment/to-fight-climate-change-college-students-take-aim-at-the-endowment-portfolio.html?ref=science&_r=0,"“In recent weeks, college students on dozens of campuses have demanded that university endowment funds rid themselves of coal, oil and gas stocks,” reports a recent New York Times article. The article profiles divestment campaigns at Swarthmore College and Unity College.",Campus Sustainability in the Media
U Virginia Students Help Reduce Food Waste,Dec 17 2012 - 11:16am,"December 18, 2012",University of Virginia,,"December 4, 2012",http://www.readthehook.com/108848/campus-kitchen-uva-students-recycle-food,"(U.S.): As part of the Campus Kitchen Project, a student group has begun to use leftover produce from Dining Services to create meals for the Salvation Army. The campus dining hall donates leftovers that were cooked but not served, and provides cooking space to student group three times a week. The program is expected to grow in the coming months thanks to a $1,000 grant from the UVA Hellenic Society.",Dining Services
Focus the Nation to Host Campus Sustainability Focus Group,Dec 17 2012 - 11:57am,"December 18, 2012",Focus the Nation,,"December 4, 2012",https://docs.google.com/spreadsheet/viewform?formkey=dEVpSmVhYW04T0R0alROOXFPdkV6NlE6MQ,Focus the Nation will be hosting focus groups in January with sustainability professionals that work at higher education institutions. The sessions will focus on student engagement strategies that are used to achieve sustainability goals. Fill out this survey if you are interested in joining a focus group.,Opportunities
Mother Nature Network Highlights Best Environmental Programs,Dec 17 2012 - 12:01pm,"December 18, 2012",,Mother Nature Network,"December 4, 2012",http://www.mnn.com/green-tech/research-innovations/stories/10-of-the-best-college-environmental-programs-in-the-us?fb_action_ids=396633993748875&fb_action_types=og.likes&fb_source=other_multiline&action_object_map=%7B%22396633993748875%22%3A13941614954262,"(U.S.): Mother Nature Network has published an article on its top 10 U.S. environmental programs. The programs and institutions highlighted include: Northland College, SUNY-ESF, Middlebury College’s Program in Environmental Studies, Cornell University’s Department of Natural Resources, Duke University’s Nicholas School of the Environment and Earth Sciences, College of the Atlantic, Arizona State University’s School of Sustainability, Yale University’s School of Forestry and Environmental Studies, Green Mountain College, and Montana State University’s Sustainable Food and Bioenergy Systems program.",Assessments & Ratings
Northern Arizona U Participates in Food Recovery Challenge,Jan 7 2013 - 12:57pm,"January 8, 2013",Northern Arizona University,,"December 4, 2012",http://news.nau.edu/food-recovery-program-takes-big-step-toward-zero-waste-campus-at-nau/,The university has signed on to participate in the EPA Food Recovery Challenge to help achieve zero waste on campus. The self-reporting program requires participants to measure and then set goals to reduce waste.,Waste
Davidson College Appoints First Director of Sustainability,Feb 1 2013 - 5:47pm,"February 5, 2013",Davidson College,,"December 4, 2012",http://www.davidsonian.com/davidson-welcomes-new-director-of-sustainability-1.2800513#.UQlzqjlZGxI,"With funding from The Duke Endowment, the college has appointed Jeff Mittelstadt as the college’s first Director of Sustainability. Mittelstadt has worked on sustainability issues at the Environmental Protection Agency, Bank of America, the National Council for Advanced Manufacturing, his own non-profit and as a consultant. The director will lead the effort to integrate sustainability into both operational and academic functions of the college.",Human Resources
Hofstra U Launches Sustainability Studies Program,Dec 7 2012 - 3:32pm,"December 11, 2012",Hofstra University,,"December 5, 2012",http://www.noodls.com/viewNoodl/16858708/hofstra-university/hofstra-launches-sustainability-studies,"This fall, the university has launched a Sustainability Studies Program that focuses on the challenges associated with the creation of sustainable suburbs. The interdisciplinary program leverages the resources of several departments including the National Center for Suburban Studies, the program in Urban Ecology, and the new department of Geology, Environment and Sustainability.",Curriculum
